review_text,stars
"Отличное место, сервис, кухня , обслуживание!",5
"Обожаю это заведение, хороший сервис, вкусная кухня, отличная атмосфера",5
Очень классная атмосфера!! Очень уютно и классная кухня!!!! 😘😘😘,5
"Лучшее заведение города✊👍 Виктория Адилхановна самая лучшая, можно сказать на протяжении многих лет Монгол держит планку благодаря Викторий!!!!!",5
"На протяжении 6 лет хожу в монгол, и с начала открытия все на высшем уровне! Кальянщики Давид, Хома красавчики самые лучшие кальяны👍👍👍 держат планку как и в первый год!!!!!",5
"Спасибо большое за вкусные коктейли 😌отдельная благодарность администратору Айгуль очень приветливая и приятная знающая свое дело🥰 девочке кто встречает и официанту , весь персонал очень милые , теперь мы только к вам за десертиком и коктейлями и не только 😁❤️",5
"Классное заведение 👍кухня, кальян, админ Меруерт 👍👍👍",5
"Отличное обслуживание. Всё понравилось, и еда вкусная, не первый раз посещаю данное заведение, ни разу не пожалела🥰 Интерьер очень красивый, всегда стараются молодцы! Однозначно советую!",5
Хорошее заведение. Порадовала кухня. Отдельное спасибо официанту Амалю за отличный сервис.,5
"Как постоянный клиент хочу сделать честный отзыв: Заведение из 10/10 
Кальян один из лучших по Казахстану, обслуживание на высшем уровне, официанты администраторы очень вежливые. По кухне и по бару все очень вкусно, одним словом самые лучшее заведение😎",5
"Очень понравилось это заведение, атмосфера очень располагает. Кальяны на уровне. Персонал доброжелательный, милые ребята. Обязательно посетим это место снова.",5
"Прекрасное место,кухня сервис и атмосфера ♥️",5
"Данное заведение очень понравилось,особенно хочу сказать спасибо Гаухар!!!",5
Амаль очень милый и заботливый официант! Нам все понравилось!,5
"Сервис и кухня на высшем уровне👍🏻 кальяны супер, забивают как надо😍 всем советую)",5
"Был два раза. Пафоса конечно много, но в целом норм.",4
Жуткий сервис и ХОЛОДНАЯ еда,1
"Мне понравилось. Мясо вкусное, персонал шустрый, иногда могут забегаться, но это когда людей больше чем мест))",5
"Приятное заведение! Хороший летник, вкусная еда и кальяны. Кальянщику Максиму отдельный Рахмет! Каждые выходные здесь",5
Очень вкусно,5
"Заведения хорошие . Форель вкусная,стейк пересолили чуть. Персонал вежливый . Кальян отличный",4
"Интерьер и кальян классный. Но, вот еда и подача напитков от меню отличаются. Еду несли очень долго, учитывая не полную посадку зала, в итоге еду принесли остывшую. Тесто в пасте была наполовину сырая (буквально хрустело во рту). У хостеса клиентоориентированности нет. (",3
"Отличное заведение, кухня 👍🏼",4
"Сидели с подругами , еду ждали ровно час , и до сих пор ждем . Даже плед не принесли , хотя попросили 15 минут назад. Обслуживание 0/10",1
"Была 29.05.2024г. 
Кальян ставлю 10/10 , Кальянщик если не ошибаюсь Максим очень внимательный. 
Кухня желает лучшего. 
Обслуживание хорошое.",5
"Классное заведение, но почему то сеть не ловит в некоторых местах , вай-фая тоже нет",4
"Нам понравилась атмосфера, вкусная кухня и офигенный кальян",5
"Очень классно, уютное место нам понравилось. Обслуживание на высшем",5
"Ужасная еда , не свежие продукты в отличии от других заведений этой сети именно это очень «устарело». Сервисом и качеством (",1
Всё понравилось,5
"Кальянщик Абай капитальный красавчик! 
Кальян самое то👍🏻
И официант обслуживание 10/10",5
"Очень атмосферное заведение. Приехали из Москвы погостить, по совету друзей пришли к вам. Остались довольными, Все понравилось, обслуживание хорошее, менеджер Гаухар очень внимательная и милая девушка. Обязательно вернемся еще.",5
Кальянщик Абай 👍🏻 шикарный кальян 10 из 10 . Так атмосферно тут 🥰,5
Заведение 👌 в особенности кальян (Абай) 10/10,5
"Заведение очень красивое, кухня вкусная, хостес очень понравилась 🥰, 10/10",5
Абай забил отличный кальян 👍🏻 Рекомендую!,5
Абай красавчик! Рахмет! Крутой кальян! Очень компетентный,5
Плохое отношение к обслуживанию,1
"Все очень вкусно🤤🤤🤤
Официанты правда замученные и молчаливые, но в остальном 10/10!",4
"Кальянщик Максим, самый вежливый и лучший 👍",5
Лучший кальянщик Арман лучшее что я пробывал за последний месяц,5
Персонал приветливый. Администратор Виктория мастер своего дела. Кухня 5 звезд.   Кальян тоже хороший. Если хотите отдохнуть на свежем воздухе то Вам обязательно нужно сходить в Монгол. Летка 👍,5
Сегодня были прям все понравилось особенно кальян ❤️ кальянщик вообще огонь 🔥,5
"Ужасное обслуживание. Принесли латте на овсяном прокисшем молоке, причем было видно, что оно прокисло. Попросила заменить, даже не извинились. Ждали шакшуку 40 минут, так и не дождались, отменили, тоже не извинились. По ощущениям, будто в донерку на вокзале сходили. Не советую 👎🏻",1
"Были вчера с подругами , обслуживание ужасное, официантов не дозовешься , не знают что у них есть , а что нет. Спросили проссеко Ruggeri, у одного официанта(забыла имя) сказал у них нет Ruggeri, нет Апероля, долго узнавали есть ли у них форель на углях. В итоге всё это было, спасибо официанту Николаю. Кальян хороший, и цена отличная 👍🏻 поэтому 2 звездочки, одна Николаю, вторая кальянщику. 
Чуть не забыла заказали фруктовое ассорти, принесли протухший ананас и по черневшую грушу👎🏻 попросили заменить, буквально через 1 минуту принесли другую тарелку а там так же протухший ананас и старая груша. Видать нарезают не сразу, а заготовки имеются . Мы вовсе отказались от ассорти. Могли бы сделать скидку хоть . Насидели почти на 200 000тг, и больше не вернемся 😏",2
"Любители кальяна наверное любят это место за атмосферу. Кухня хорошая, не скажу что вау. Хороший вид с огромных окон. Обслуживание не плохое. Но иногда встречают тебя по одежде)
Место на своего любителя",4
"MNEZS 
Интерьер 5-5
Обслуживание 5-5
Еда 4-5

9/10",4
"Были первый раз у вас в заведении в понедельник, все понравилось. Обслуживание не плохое есть над чем поработать. Кальяны топ конечно. Единственное не понравилось кухня, заказали пасту 0 от слово совсем. Но администратор Гаухар очень милая и тактичная, быстро нашла к нам подход, за это ей респект. В целом все давольно таки не плохо еще вернемся.",3
Никого дождаться невозможно. Хостес нет на месте.,1
"Все понравилось. Еда вкусная, кальян шикарный, интерьер дизайн на высшем уровне. Администратор Вика классная, мастер своего дела",5
"Доброго времени суток. Раньше был постоянным клиентом данного заведения. Спустя 2 года смотрю персонал изменился и администраторы тоже. Нужно персонал обучить вежливости к гостям. Раньше была приветливая админша Виктория, но увы я ее не увидел. Так что 3 Вам друзья",3
"Было куча свободных столов, которые якобы забронены, но за 3 часа туда никто не пришел🤡
Администратор или хостесс очень надменная, официантов нужно звать по 10 раз ( на кнопку не реагирует ), единственное - кальян классный и кальянщик топ...",2
"Хотели вкусно поесть, но увы…. 
Ролл-сэндвич ничего особенного. Просили заменить кетчуп на BBQ соус. О просьбе пришлось напомнить. 
Изначально предупредила официанта об аллергии. В итоге не была предупреждена о наличии аллергена в блюде. И в меню не было написано, что в блюде если яица((( Что насчет сочных креветок кляр безвкусный. Рис с овощами, и *яйцом* попробовать не смогла. 
Смузи очень вкусный. Надеюсь, без добавления сиропа.",2
Все нравится)),5
"В целом солидное заведение с отличной кухней и прекрасным сервисом. Всегда остаюсь довольной, посещая вас. 
28.03 в очередной раз выбрала вас, и не пожалела, была встреча с важными гостями. Все просто на высшем уровне. Отдельную благодарность хочу выразить официанту Ермахану, за внимательность, вежливость и профессионализм. 
Гости были приятно удивлены, очень хорошо провели вечер. Будем посещать вас еще и не раз. 
Выражаю благодарность руководству.",5
"Это место пытается в тяжёлый люкс, но представляет из себя посредственную столовку. 
Начните хотя бы с меню, вы им полы моете или печи разжигаете?",2
"Зашли мы в ""Монгол"" в Алматы, рассчитывая на приятный вечер. Напитки заказали, а в ответ - коктейли, где льда как на северном полюсе, а алкоголя - как будто его там и не было. Ладно, мелочи жизни, но вот когда дошло до оплаты, началось самое ""интересное"".

Официант с улыбкой сообщает о каком-то депозите в 10 тыс. тенге, мол, ваш заказик маловат, давайте ещё что-нибудь добавим. Об этой ""фишке"" ни слова не было ни при входе, ни в меню, ни в интернете. Мы возразили, и волшебным образом депозит куда-то исчез из нашего счёта. Нововведение с депозитом явно не увенчалась успехом, по крайней мере, в нашем случае.

Были в среду, когда, по идее, должны были действовать акции на коктейли Cocktail Wednesday, но при расчёте оказалось, что скидки применяются лишь в параллельной вселенной, а тут плати полную цену.

В итоге, рады, что до ужина дело не дошло. Опыт показал, что место это - чистой воды мошенничество, нацеленное на то, чтобы вытащить из клиентов побольше денег, особенно туристов. Советую вам тоже держаться подальше от ""Монгола"". Кто захочет связываться с заведением, где так вас на каждом шагу пытаются обмануть? НЕ РЕКОМЕНДУЕМ! 👎🏻",1
Оте жаксы ! Катты унады!,5
"Ужасный персонал !!!! 
Ужасное обслуживание !!! Никогда в жизни больше не приду в это заведение. И никому советовать не буду. Просто 0 из 10.",1
"Нам всё понравилось. Хорошее заведение, обслуживание, кухня и кальян. Придём ещё.",5
"Посещал ваш ресторан 13.03.2024 вечером.
Плюс: бургер вкусной 
Минус: заказали 3 бургера с котлетой, который был дешевее, и 1 кофе латте. Официант принес 3 бургера с томленой грудкой, который дороже. Когда высказал замечания, либо принесите бургер согласно заказу или пробейте по цене прежнего заказа, офицант сказал, что будет прежняя цена.
Прошло пол часа, кофе латте не принесли, думал забыли. Попросил счет. Через 10 мин вместо счета принесли кофе латте. Вызвал менеджера, девушка. Сказал ей латте уберите, если его через 1 час не принесли, оплатим только за бургера. Принесли счет на цену бургера, который не заказали, латте также оставили. 
Не знаю, если просто интеллектуальная ту*ость или издевательство над иностранцами.
Менеджер предложила всем десерт как извинение. Согласились. Десерт норм. Потом принесла счет, где опять было латте и 3 бургера, которые не заказали. Не стал спорится, оплатили, ушли.
Печально, что в заведении, куда раньше ходил без претензий сейчас такое отношение к гостям.
Спасибо, что десерты в счет тоже не впихнули, за это вот 1* оценки, это ваш пик.",1
"Очень долго отвечают, если бронировать то надо всю информацию вытягивать. Я понимаю спрос есть на это место, наверное не парятся, не ответил так другие придут. Раньше часто рекомендовала, понимаю что это последний раз теперь. Никакой заинтересованности в клиентах.",2
"Читая отзыв предполагаю, что там между обслуживающим персоналом война, интриги какие-то? друг на друга доносы пишут через комментарии 🤔",5
"Невозможно дозвониться. 
Хотели забронировать столик, желание пропало ехать к Вам.",1
Все супер.,5
"Заведение красивое, но обслуживание ..официанты , хостес просто ужас.. была кажется администратор одна адекватная 🥲.. маленькая такая милая, приветоиво встретила , подходила спрашивпла все ои у нас впорядке.... остальные отбили желание сидеть и заказывать... не дождёшься официанта .. заказ ждёшь вечность!!Боже даже счёт несли 100 лет , принесли чек и снова ушел😞😩ещё пол века ждали.. все ответы безличные и грубые.. с закатыанием глаз",2
"Что за сервис в WhatsApp ? Целый день ждала счет на предоплату. Потом еще несколько раз звонила. Единственное что заметил администратор в моем сообщение, что я хотела прийти в спортивном в данное заведение с подругами - это была шутка. Ладно может шутка неудачная. Но почему счет 1000 раз надо просить 🧎‍♀️?",4
"Обслуживание никакое: официанты не подходят, забывают про заказ, сам заказ ждешь минимум минут 30 (чай, КАРЛ! ЧАЙ! ждали 30 минут😵‍💫)",1
"Эти 2 девушки при входе (одна с карэ, вторая с челкой) кажется испытывают какую то ненависть к гостям женского пола. Я как будто к ним домой пришла, а не в заведение.

Единственное, что нравится здесь это кальян.",1
обслуживание оставляет желать лучшего👎,2
"Был вчера в этом заведении,остались очень хорошие впечатления, кухня очень вкусная ,особенно понравился фирменный бургер.
Лимонад тоже был топ.
Приветливый персонал ,хорошее обслуживание, народу было много ,но это не помешало официанту уделять нам должное внимание.",5
"Были сегодня в Монголе, всегда ранее нам были рады и всегда хотелось возвращаться, но в этот раз испортили всё раннее впечатление, девушка на входе нагрубила, на повышенных тонах потребовала удостоверение, посадила на отшибе при кучи свободных столов, меню кинула на стол, если бы не подошла администратор Анастасия и не сгладила бы ситуацию, 
Анастасия извинилась за грубость этой девицы, пообещала что в дальнейшем это не повториться. 
Очень на это надеемся",3
"Атмосфера, кухня, бар👍",5
"Часто бываю в Монголе , нравится атмосфера, персонал очень вежливый , кухня очень вкусная .",5
"Были вчера у вас в заведении, приехали с Астаны погостить. Монгол встретил нас очень хорошо, кухня и сервис на уровне 👍🏻Спасибо официанту Сулейману и администратору Гаухар, очень милая и внимательная.",5
"Каждый раз приходим - всё на уровне!Официанты молодцы,стараются,не оставляют тебя без внимания ни на минуту!Еда супер,только порции маленькие(",5
"Девушки на входе (женщина с черными волосами и девушка) - вообще никакого гостеприимства, по хамски встретили на входе. Первый и последний раз тут. Вечер спас официант Амаль 🌟супер профессионал",1
"Люблю Монгол. 
Атмосфера 🔥🔥🔥 
Обслуживание просто отличное, 
Кальян шикарный. 
Спасибо Асель и всей команде. 
Всегда приветливые ☺️
Ребята просто молодцы 👏",5
"Мы отметили там день рождения у нас были хорошие настроение, а администратор все портит со своим взглядом, манерам, даже поздороваться не умеет бл*ь🙄. Там атмосфера хорошая но персонали это 😵‍💫 Администратор нас игнорировали и не подходили. При входе никто нас не встречал. Стояли 5 минут, пока подошел официант и проводил к свободному столику. Администрация портит репутацию данного заведения . Видимо руководство не читают отзывы , раз уж ничего не меняется , либо не в силах справится со своим же персоналом . 
У нас был плохой опыт обслуживания. Больше не вернемся. 🥴 и никому не советую 😖",1
Официантам наплевать что происходит у гостей.,1
"менеджер женщина маленького роста с челкой испортила нам настроение и первое впечатление больше ни ногой,просто ужас даже амандасу билмейды🤦🏽‍♀️🤦🏽‍♀️🤦🏽‍♀️а вот официанты молодцы",1
"Рыба гниёт с головы, как говорится…
Честно, до последнего не хотела писать этот отзыв, я просто поражена мягко сказать этой ситуацией. Приходила к вам в заведение, у меня разрядился телефон, без задней мысли попросила поставить телефон на зарядку(НА МОЮ) отнесла сама на бар, поставил вроде как бармен, знать я этого уже не могу. И все ничего, дома я обнаружила, что мне подменили зарядку, как это возможно? А фиг его знает, я приехала забрать свою зарядку, администраторше по 🥁. Отношение, будто я пришла к ним домой с улицы. Зарядку мне не отдали, сказали якобы бармен у которого моя зарядка выходные и я должна ждать СВОЮ ВЕЩЬ 4 дня, эти нормально?! Админ Асель оставила свои контакты, я писала ей на вотсап, но так ни разу не получила ответа. Приехала через несколько дней снова, а там другой админ, отдали мне зарядку ВСЯ грязная, ну неужели так выглядит моя зарядка, которой полгода нет! Конечно нет, теперь я заряжаюсь китайской зарядкой, которая портит мою батарею на телефоне, пока ваш работник пользуется моей вещью, круто, никто даже не принёс извинения. К ним ни ногой, отвратное заведение и лёд в коктейлях у вас огромный - экономия, как говорится 😉 Почитала комментарии  и поняла, что наглый персонал здесь - это нормально.",1
"Еда не вкусная((( В 100й раз убеждаюсь в том, что чем красивее интерьер и дороже меню, тем отвратительнее еда. Пока не принесли заказ, глаз радовался интерьеру и атмосфере, фоновая музыка интересная. Но когда мы увидели еду, она уже на вид не вкусная была(( Одно блюдо стоит средне 4000 тг. Чесночный хлеб  как будто подросток впервые приготовил. Просто не понимаю, почему владельцам не стыдно за такую ужасную кухню(( даже мне за них стыдно(( я даже дома лучше готовлю.",2
"Кухня оставляет желать лучшего(, плюс зашли с ребенком перекусить и заказали фри с сэндвичем для ребенка, но именно это блюдо официант забыл, продолжали заказ больше 30 минут, не понравилось заведение, больше пафоса",1
"Неуютное заведение, мне не зашло. А еще дверь туалета заклинило;(",2
"Встретили Новый год в этом заведении с подругами. Отличное обслуживание, крутая шоу-программа с интересными конкурсами, очень вкусная кухня и уютная атмосфера. Выражаю благодарность официанту Ермахану и менеджеру Асель за сервис и любезность.",5
Шумная музыка. Не посидишь не поболтаешь. Надо перекрикивать фоновую музыку. Вроде танцпола я не видел. Во всяком случае на 1 этаже,3
"не понравилась кухня что мясо, что морепродукты. гости иногда такие отвратительные… лимонады 🤦🏻‍♀️ это кошмар выжали лимон разбавили с водой называется, отвратительный «вкус» кислая вода. 
напьются и кричат, орут на весь минизал, никто это не контролирует. только музыка хорошая играет",2
"Не плохое место , но кухня немного хромает",5
Идеальное место для отдыха,5
"Полный игнор от заведения. Хотели там повести время с друзьями, ждали ответ на смс целый вечер… так и не ответили!",1
"Приехали после аэропорта в монгол. Сотрудник Максат очень вежливый, делает атмосферу приятнее. Помог нам по всем вопросам, посоветовал классные места в алматы , очень вежливый !",5
Уютно очень,5
Еда и коктейли посредственные,3
хостес или администратор (женщина маленького роста с челкой) испортила нам настроение и первое впечатление! больше ни ногой),1
"Посоветовали кальян. Ну конечно же, всё на высшем уровне. А ещё оказалось, что кухня и обслуживание тоже на высшем уровне.",5
"Понравился кальян , атмосфера топ Спасибо оф Нурсултан за сервис, кухня чуть хромает",4
"Заведение мне не понравилось. Столики там заранее бронировать нельзя как оказалось. Я пришла и заняла место для 6 персон. Сделала заказал. Оставила свою верхнюю одежду рядом со столиком. Как только сделала заказ - отошла в уборную. В уборную зашла девушка с этого персонала и спросила “ Остаюсь ли я или ухожу?”. Я смотрю на нее с удивлением. Ответила: “остаюсь, а в чем дело?” . Они отдали тупо мой столик чужому человеку. Мой официант принял заказ, но посчитал, что я ушла и нужно отдать мой столик другому😁👍🏼  Спросила у него “ Жайма сіздікі ағай? Неге менің столигімді беріп тастайсыз? “ На что он мне ответил 
“ Білә, сіз менімен байқап сөйлеңіз”. Грубый персонал. Имя этого официанта я не помню, но думаю, администрация уже понимает кого я имею в виду. Вся эта История произошла 02.12.2023 после 9 вечера. Администрация этого заведения тоже какие непредусмотренные. Не могли подсказать столик изначально, а потом и вовсе по словам официанта отдали кому то мой столик, который и сами предложили мне. Не приду сюда больше из-за грубого обращения. Была во многих заведениях, но такое со мной впервые, еще и официант грубит)",2
"Мне сама заведения понравилась, но хостес или не знаю кто встретила каменным лицом, одним словом неклиентоориентированная .
Отвечала на вопросы как попало, и испортила настроение на вечер",2
"Кальян не очень, к тому же дорого",2
"Кальян и атмосфера хорошая, но в здание запускают маленьких попрашаек, которые очень наглые стоят возле стола требуя купить всякие безделушки и конфеты за нереальные цены! Плюс администраторы молча смотрят за этим…",2
"На днях были в заведении и нам пробили в чек товар, который мы не брали. За счёт большого количества позиций, данную ошибку мы заметили уже дома, оплатив все. Сейчас же заведение просто не отвечает на смс читая их. Значит это было сделано умышленно официантами. Не советую данное заведение, либо сразу проверяйте весь чек. Я же буду писать уже в органы о защите прав потребителей. Видя столько плохих отзывов, думаю было бы хорошо проверить это заведение на ""вшивость""",1
"Ранее оставляла здесь положительный отзыв. Но чем чаще мы сюда приходили, тем хуже становилось обслуживание. Но из-за хорошей кухни и коктейлей продолжали ходить. 

Последний случай из ряда вон выходящий. Вчера, 17 ноября, мы посетили заведение еще раз. Нам в счет добавили лишние позиции, которые мы не заказывали. Поэтому, если посещаете данное заведение, обязательно перепроверяйте счет!",1
"Отличное заведение! Всё было вкусно, кальяны тут отличные! Хотела отдельно сказать спасибо Галымжану, обслужил на высшем уровне!🥹🫶",5
Хороший кальян,4
"Отвратительный сервис, администарция грубая как и офицанты, блюда нужно ждать по 40-50 минут, подают хододную еду, либо просто ее подогревают!",1
"Очень ГРУБЫЙ ХОСТЕС И АДМИНЫ ( Аселя) 
Больше ни ногой туда.",1
Ждали приема заказа 20мин так и никто не подошел и мы ушли,1
"Дымный кальян , супер сервис от оффа Нурса 
Такой милашка 😍😍😍",5
Ужасное обслуживание . В зале холодно. В туалете грязь. Не советую,1
"Очень вкусная еда, и кальян хороший. Обслуживание всегда на высоте. Очень нравится проводить вечера в таком уютном месте💛",5
"Вкусные коктейли, хороший кальян",5
"Ну ооочень классное место. Вкусная кухня. Хороший кальян. Интерьер прекрасный, уютный. Диджей огонь. Обслуживание на высоте. У нас произошел во время ужина один нюанс. Не по вине ресторана, но тем не менее. Нам сделали комплимент в виде 1 блюда и 1 десерта. Хотя мы даже не возмущались. Остались очень довольны. Спасибо ❤️",5
"Были вчера, кухня не вау, бар хороший, напитки были вкусными, сидели около бара, на баре сидит какая-то девушка то ли кассир то ли помощник бармена славянской внешности, громко матюкается, не особо приятно сидеть и это слушать, тем более от девушки.",3
"Место стало бродячее 
Еда ужасная…",1
"Место отличное , обслуживание тоже, Маржан официант очень понравилась.Рекомендую к посещению.",5
Всегда на уровне,5
"обслуживание официантов на отвали, как будто бесплатно кормят за свой счет",1
"Все очень вкусно, мужчина который обслуживал нас просто шикарный",5
"Заведение ужасное!!! Учитывая что они претендуют на премиум сегмент и ценник там чуть выше среднего обслуживание отсутствует от слов совсем. Пришли вчера 30 сентября с друзьями. Хостес с порога заявила что Вам нужно , ни здравствуйте а с претензией. Далее сели за стол и ждать официанта пришлось вечность. Учитывая что там есть кнопка вызова я устал ее нажимать. Приняли заказ. Готовили долго учитывая что заведение было пустое. Тарелки грязные забрать там не принято))) Ну и вишенка на торте это кальян. Заказали, просили не раскручивать и не перегреть и взяли перегрели. Кальянщик спорил что все ок 😂 ему нормально но курить и платить будет же не он. По итогу сервис дно, его там в принципе нет. Кухня по мне неплохая но без изыска, кальян второй раз переделал второй мастер и было на 3. Так что заведение точно не рекомендую, есть куча аналогичных и с гораздо лучшим обслуживанием.",2
"Заведение очень понравилось, атмосферно, кухня вкусная. Единственный минус это обслуживание, ну очень долгое, официанта, кальянщика ждёшь по 30 минут минимум и это только для того, чтобы заказ приняли 🤦🏻‍♀️",5
Сегодня нас не впустили меня моего друга и иностранца из Франции на входе бородатый охранник. Плохое впечатление по одежде посудили. Сказал идите в Оливер рядом туда идите. Очень плохо поступили особенно гостя из Франции. Деньги были и много…,1
"ТРЕБУЮТ ДЕПОЗИТ С КЛИЕНТОВ!!!
И сегодня нам пришлось уйти, так как за столик в среду потребовали 20 тыс. за 2-х НО уважаемое руководство заведения, в следующий раз я буду ПРИНЦИПИАЛЬНО ВЫЗЫВАТЬ ОРГАНЫ И РАЗБИРАТЬСЯ НА МЕСТЕ.

Или вам законы не писаны?!! 
Пусть вас проверят по всем статьям- я вам это организую✊🏼✊🏼

Ознакомьтесь с правилами. У вас не имеют право требовать с клиентов депозит, тем более пустых столиков было масса.",1
"Бельгийские вафли слишком сухие. Обратите внимание, а так люблю это место",4
"Хорошее место в центре города. Цены чуть выше среднего, а сервис вполне неплох.

Обслуживала официантка Маржан. 

Придём ещё. Спасибо за вечер!",5
"Сервис конечно желает лучшего. За 3.5 часов официант подошел раза 3, блюдо одно ждали почти час. Счет мин 20. Последний мой раз в этом заведении.",1
"Добрый вечер!
Несколько дней назад решили посетить Ваше заведение. Ушли в полном разочаровании…
Бармен славянской внешности не слышал никогда о культуре. На протяжении всего вечера слушали диалоги с нецензурными высказывания. Коктейли в его исполнении просто кошмар… Ну и изюминка на торте - работа бара без перчаток (очень не приятно, когда в ингредиенты для твоего коктейля залезли рукой, которая неизвестно где была до этого). Персонал с каждым разом всё хуже и хуже становится…",1
"Обещали решить наш вопрос с оплатой, и в итоге ничего не решили, не ответили, просто ужас, о клиентах не думают",1
Кальян горчит чуть. Салат из баклажан и курица в кисло-сладком вкусные.,4
"Нам очень понравился Давид, профессионал своего дела. Кальян супер",5
"Место на один раз. Нам не нравится дешёвый пафос и публика, которая считает себя крутой. Еда средняя, кальяны тоже.",3
"Понравились завтраки, отличный кофе ♥️",5
"Уютное заведение с отличной кухней и приветливы эм персоналом. Хостес Сания очень внимательная, приятная девушка. Сегодня взяла говяьи щёчки - тают во рту.",5
